edge_type_id target_query source_query syn_weight delay dynamics_params sec_x target_sections model_template distance_range
108 pop_name=='PyrA' * 1 0.1 BG2PNe_feng.json 0.9 ['basal'] bg2pyr "[0.0, 9999.9]"
109 pop_name=='PyrC' * 1 0.1 BG2PNe_feng.json 0.9 ['basal'] bg2pyr "[0.0, 9999.9]"
