edge_type_id target_query source_query syn_weight dynamics_params model_template distance_range target_sections
116 pop_name=='PyrA' * 1 BG2PNe_feng_min.json bg2pyr "[0.0, 9999.9]" ['basal']
117 pop_name=='PyrC' * 1 BG2PNe_feng_min.json bg2pyr "[0.0, 9999.9]" ['basal']
