edge_type_id target_query source_query model_template syn_weight distance_range target_sections dynamics_params
117 "pop_name=='['PyrA', 'PyrC']'" * bg2pyr 1 "[0.0, 9999.9]" ['basal'] BG2PNe_thalamus_min.json
