edge_type_id target_query source_query target_sections distance_range model_template dynamics_params delay syn_weight sec_x
105 pop_name=='PyrA' * ['basal'] "[0.0, 9999.9]" bg2pyr BG2PNe_feng.json 0.1 1 0.9
106 pop_name=='PyrC' * ['basal'] "[0.0, 9999.9]" bg2pyr BG2PNe_feng.json 0.1 1 0.9
