 17.5625	 999
 34.7188	 999
 50.3438	 999
 51.9688	 849
 65.1875	 999
103.9063	 949
112.2500	 99
115.9375	 549
119.3125	 999
151.0000	 49
198.1250	 499
199.8438	 949
203.1875	 999
217.6250	 949
259.4063	 999
273.4063	 999
295.5000	 949
312.4688	 999
508.1563	 949
519.8438	 999
536.2500	 99
571.8438	 449
595.5938	 949
615.8438	 999
638.1250	 949
680.6250	 949
695.1250	 99
700.6250	 949
724.5000	 949
754.9063	 999
765.8125	 999
795.4375	 999
832.5000	 999
853.5625	 949
856.5625	 999
893.2188	 999
910.0625	 999
925.2813	 999
935.2500	 999
943.4063	 999
946.7188	 949
955.9688	 999
972.1563	 999
986.9688	 999
1001.4375	 999
1022.9375	 999
1037.6563	 999
1089.8125	 999
1120.7813	 999
1131.0000	 449
1135.4375	 999
1168.4375	 549
1168.9688	 999
1180.4688	 999
1243.3438	 299
1251.2500	 949
1269.5313	 999
1281.9688	 999
1294.9063	 999
1309.4375	 999
1350.7500	 949
1362.3438	 99
1392.5938	 949
1395.0000	 999
1406.6250	 949
1409.9375	 999
1420.0938	 949
1422.7813	 999
1430.0938	 949
1441.3750	 949
1503.7188	 999
1521.4375	 799
1525.9063	 999
1542.6875	 949
1543.9063	 999
1555.2500	 949
1556.1250	 999
1556.9688	 549
1565.6563	 999
1569.1875	 949
1575.2500	 999
1584.4375	 949
1584.8125	 999
1594.3125	 649
1598.2188	 999
1598.8125	 949
1619.2813	 999
1621.0000	 949
1633.7813	 999
1638.6250	 949
1680.5938	 999
1681.4688	 949
1696.6250	 949
1744.9375	 949
1750.7188	 499
1755.4375	 949
1765.6875	 949
1792.9063	 949
1803.5000	 999
1828.0313	 199
1892.5313	 999
1916.7813	 949
1917.0313	 999
1973.0625	 999
2026.9688	 949
2052.6563	 949
2055.8438	 999
2075.2500	 99
2096.0625	 999
2096.2500	 949
2123.4063	 999
2128.4375	 949
2141.7188	 999
2163.1875	 749
2194.2813	 999
2204.0313	 949
2218.0313	 999
2227.4688	 949
2240.3125	 999
2255.7500	 549
2258.0938	 999
2258.5000	 949
2270.2188	 999
2278.3125	 999
2278.3750	 949
2297.5625	 449
2299.8750	 949
2300.1563	 999
2313.0313	 949
2322.1875	 999
2349.5938	 949
2352.0000	 999
2365.2500	 999
2376.2188	 999
2410.3438	 999
2420.3438	 999
2433.7813	 999
2453.0625	 999
2482.9688	 999
2527.9688	 999
2544.9063	 999
2559.3750	 999
2574.6250	 999
2601.5313	 999
2613.2188	 949
2615.5313	 999
2631.6250	 999
2637.2188	 949
2642.5938	 999
2652.0938	 949
2677.5625	 999
2700.0625	 949
2717.1563	 999
2718.5625	 349
2740.6250	 999
2758.2813	 999
2772.8750	 99
2776.0313	 999
2815.1563	 999
2815.8125	 949
2839.6875	 949
2856.5625	 999
2887.0625	 949
2916.4375	 999
2940.8438	 999
2984.0625	 949
2993.1875	 549
2998.2188	 949
3004.3438	 999
3009.0625	 949
3021.9375	 999
3029.1250	 699
3033.9375	 949
3037.4375	 999
3049.1563	 949
3056.5313	 449
3063.0625	 949
3082.6875	 999
3178.9688	 999
3189.5313	 999
3201.7813	 999
3237.9688	 999
3264.9375	 999
3279.0313	 999
3292.3438	 999
3303.2813	 949
3317.1563	 999
3340.1875	 999
3347.3750	 999
3355.2813	 999
3364.0625	 999
3377.6563	 999
3384.8125	 999
3402.0938	 999
3413.7188	 999
3422.8750	 949
3423.3438	 999
3445.5000	 999
3475.8750	 999
3498.6250	 999
3515.4688	 999
3533.1563	 999
3543.7188	 399
3545.0625	 999
3567.8125	 999
3580.0625	 999
3596.2813	 999
3609.7500	 999
3630.0938	 999
3633.5313	 949
3656.0000	 999
3691.6563	 999
3707.4688	 949
3710.5000	 999
3723.7813	 999
3726.5000	 949
3747.7813	 949
3803.1250	 999
3810.1563	 49
3826.9688	 549
3829.1563	 999
3847.4688	 999
3863.7188	 99
3866.2813	 949
3886.2500	 949
3919.6250	 999
3945.4063	 999
3962.9688	 999
4002.5000	 949
4053.1250	 999
4119.9688	 249
4163.1875	 999
4166.0938	 299
4184.7500	 699
4241.8125	 999
4313.2188	 999
4343.1875	 999
4368.0938	 999
4383.9688	 999
4401.5625	 999
4413.2813	 999
4436.1563	 999
4451.2188	 999
4482.0938	 299
4488.5313	 949
4497.4063	 999
4507.2500	 949
4522.0313	 999
4565.1250	 199
4573.9688	 949
4579.7813	 99
4595.0313	 999
4612.3750	 949
4623.4688	 999
4650.3438	 999
4660.3750	 549
4667.0625	 999
4686.3750	 999
4696.5000	 999
4708.6875	 999
4721.0313	 999
4735.2188	 999
4756.3438	 949
4764.1250	 999
4775.2813	 999
4794.4688	 999
4806.6875	 999
4831.4375	 949
4834.1875	 999
4860.0625	 999
4878.0625	 749
4882.7500	 999
4929.3125	 999
4952.1250	 999
4964.5000	 999
4983.5000	 949
4994.8125	 949
