PNa,PNc,PV,SOM,CR
7.689758037785879,4.84472049689441,0.05659309564233164,1.8333333333333335,0.1178833391547328
4.640371229698375,4.84472049689441,0.311262026032824,1.3333333333333337,0.0
1.392111368909512,2.4844720496894395,0.42444821731748705,1.3333333333333335,0.0
0.0,0.0,0.5659309564233166,1.5,0.0
0.3646005966191578,0.8695652173913037,0.36785512167515577,0.8333333333333335,0.0
0.0,0.3726708074534164,0.45274476513865264,1.0,0.0
0.0,0.0,0.14148273910582915,0.16666666666666669,0.0
0.16572754391779923,0.4968944099378885,0.1131861912846633,0.0,0.0
0.0,0.24844720496894387,0.05659309564233165,0.0,0.0
0.03314550878355985,0.12422360248447213,0.14148273910582915,0.33333333333333365,0.004366049598323441
