Cell_Af,Cell_Cf,InterneuronCellf,SOM_Cell,CR_Cell
-70.18565743753516,-70.18565743753516,-69.99981263261849,-70.0,-60.34087352435917
-70.18575189638453,-70.18575189638453,-69.99981261132605,-70.0,-60.33970777973755
-70.1858461219199,-70.1858461219199,-69.99981259013954,-70.0,-60.33854793052652
-70.18594011462856,-70.18594011462856,-69.99981256905843,-70.0,-60.33739394807113
-70.18603387499698,-70.18603387499698,-69.99981254808219,-70.0,-60.33624580385338
-70.18612740351067,-70.18612740351067,-69.99981252721031,-70.0,-60.33510346949157
-70.18622070065433,-70.18622070065433,-69.99981250644227,-70.0,-60.333966916739655
-70.18631376691178,-70.18631376691178,-69.99981248577754,-70.0,-60.332836117486586
-70.18640660276593,-70.18640660276593,-69.99981246521561,-70.0,-60.3317110437557
-70.18649920869886,-70.18649920869886,-69.99981244475597,-70.0,-60.33059166770407
-70.18659158519176,-70.18659158519176,-69.99981242439812,-70.0,-60.32947796162185
-70.18668373272497,-70.18668373272497,-69.99981240414154,-70.0,-60.328369897931665
-70.18677565177795,-70.18677565177795,-69.99981238398573,-70.0,-60.32726744918799
-70.1868673428293,-70.1868673428293,-69.99981236393018,-70.0,-60.32617058807652
-70.18695880635674,-70.18695880635674,-69.99981234397441,-70.0,-60.32507928741353
-70.18705004283717,-70.18705004283717,-69.99981232411793,-70.0,-60.32399352014527
-70.18714105274657,-70.18714105274657,-69.99981230436022,-70.0,-60.32291325934737
-70.18723183656012,-70.18723183656012,-69.9998122847008,-70.0,-60.32183847822417
-70.18732239475209,-70.18732239475209,-69.99981226513918,-70.0,-60.32076915010819
-70.18741272779593,-70.18741272779593,-69.99981224567489,-70.0,-60.319705248459435
-70.18750283616423,-70.18750283616423,-69.99981222630741,-70.0,-60.318646746864864
-70.1875927203287,-70.1875927203287,-69.9998122070363,-70.0,-60.317593619037744
-70.18768238076022,-70.18768238076022,-69.99981218786104,-70.0,-60.31654583881707
-70.18777181792882,-70.18777181792882,-69.99981216878119,-70.0,-60.31550338016696
-70.18786103230364,-70.18786103230364,-69.99981214979624,-70.0,-60.31446621717607
-70.18795002435304,-70.18795002435304,-69.99981213090575,-70.0,-60.313434324057006
-70.18803879454447,-70.18803879454447,-69.99981211210924,-70.0,-60.312407675145714
-70.18812734334456,-70.18812734334456,-69.99981209340623,-70.0,-60.31138624490092
-70.1882156712191,-70.1882156712191,-69.99981207479627,-70.0,-60.31037000790355
-70.18830377863301,-70.18830377863301,-69.99981205627888,-70.0,-60.309358938856114
-70.1883916660504,-70.1883916660504,-69.99981203785362,-70.0,-60.30835301258218
-70.18847933393452,-70.18847933393452,-69.99981201952001,-70.0,-60.30735220402576
-70.18856678274778,-70.18856678274778,-69.9998120012776,-70.0,-60.30635648825076
-70.18865401295176,-70.18865401295176,-69.99981198312595,-70.0,-60.305365840440416
-70.18874102500718,-70.18874102500718,-69.99981196506461,-70.0,-60.3043802358967
-70.18882781937394,-70.18882781937394,-69.99981194709311,-70.0,-60.30339965003978
-70.18891439651111,-70.18891439651111,-69.99981192921102,-70.0,-60.30242405840745
-70.18900075687692,-70.18900075687692,-69.9998119114179,-70.0,-60.3014534366546
-70.18908690092877,-70.18908690092877,-69.99981189371329,-70.0,-60.300487760552606
-70.18917282912321,-70.18917282912321,-69.99981187609676,-70.0,-60.29952700598882
-70.18925854191599,-70.18925854191599,-69.99981185856785,-70.0,-60.29857114896602
-70.189344039762,-70.189344039762,-69.99981184112616,-70.0,-60.29762016560184
-70.18942932311533,-70.18942932311533,-69.99981182377122,-70.0,-60.29667403212824
-70.18951439242923,-70.18951439242923,-69.99981180650263,-70.0,-60.29573272489095
-70.18959924815613,-70.18959924815613,-69.99981178931996,-70.0,-60.29479622034894
-70.18968389074763,-70.18968389074763,-69.99981177222276,-70.0,-60.29386449507392
-70.18976832065451,-70.18976832065451,-69.9998117552106,-70.0,-60.292937525749714
-70.18985253832672,-70.18985253832672,-69.99981173828309,-70.0,-60.292015289171815
-70.18993654421341,-70.18993654421341,-69.99981172143978,-70.0,-60.29109776224682
-70.19002033876289,-70.19002033876289,-69.99981170468027,-70.0,-60.29018492199191
-70.19010392242268,-70.19010392242268,-69.99981168800413,-70.0,-60.289276745534295
-70.19018729563945,-70.19018729563945,-69.99981167141095,-70.0,-60.28837321011075
-70.19027045885906,-70.19027045885906,-69.99981165490031,-70.0,-60.28747429306704
-70.19035341252659,-70.19035341252659,-69.99981163847183,-70.0,-60.28657997185744
-70.19043615708627,-70.19043615708627,-69.99981162212507,-70.0,-60.2856902240442
-70.19051869298154,-70.19051869298154,-69.99981160585962,-70.0,-60.28480502729705
-70.19060102065501,-70.19060102065501,-69.99981158967509,-70.0,-60.28392435939264
-70.1906831405485,-70.1906831405485,-69.99981157357108,-70.0,-60.28304819821414
-70.19076505310302,-70.19076505310302,-69.99981155754718,-70.0,-60.2821765217506
-70.19084675875877,-70.19084675875877,-69.999811541603,-70.0,-60.28130930809655
-70.19092825795514,-70.19092825795514,-69.99981152573814,-70.0,-60.28044653545146
-70.19100955113072,-70.19100955113072,-69.9998115099522,-70.0,-60.27958818211923
-70.1910906387233,-70.1910906387233,-69.99981149424478,-70.0,-60.27873422650772
-70.19117152116985,-70.19117152116985,-69.99981147861551,-70.0,-60.27788464712825
-70.19125219890658,-70.19125219890658,-69.99981146306399,-70.0,-60.2770394225951
-70.19133267236886,-70.19133267236886,-69.99981144758985,-70.0,-60.27619853162502
-70.19141294199129,-70.19141294199129,-69.99981143219269,-70.0,-60.27536195303676
-70.19149300820766,-70.19149300820766,-69.99981141687212,-70.0,-60.27452966575057
-70.19157287145096,-70.19157287145096,-69.99981140162777,-70.0,-60.27370164878773
-70.19165253215338,-70.19165253215338,-69.99981138645926,-70.0,-60.272877881270055
-70.19173199074636,-70.19173199074636,-69.9998113713662,-70.0,-60.27205834241944
-70.1918112476605,-70.1918112476605,-69.99981135634823,-70.0,-60.27124301155737
-70.19189030332562,-70.19189030332562,-69.99981134140496,-70.0,-60.270431868104424
-70.19196915817078,-70.19196915817078,-69.99981132653605,-70.0,-60.269624891579866
-70.19204781262421,-70.19204781262421,-69.9998113117411,-70.0,-60.26882206160113
-70.1921262671134,-70.1921262671134,-69.99981129701975,-70.0,-60.268023357883344
-70.19220452206498,-70.19220452206498,-69.99981128237164,-70.0,-60.267228760238915
-70.19228257790489,-70.19228257790489,-69.9998112677964,-70.0,-60.26643824857702
-70.19236043505822,-70.19236043505822,-69.99981125329366,-70.0,-60.26565180290317
-70.1924380939493,-70.1924380939493,-69.99981123886307,-70.0,-60.26486940331876
-70.19251555500169,-70.19251555500169,-69.99981122450427,-70.0,-60.26409103002058
-70.19259281863813,-70.19259281863813,-69.9998112102169,-70.0,-60.263316663300394
-70.19266988528064,-70.19266988528064,-69.9998111960006,-70.0,-60.26254628354448
-70.1927467553504,-70.1927467553504,-69.99981118185505,-70.0,-60.26177987123318
-70.19282342926788,-70.19282342926788,-69.99981116777985,-70.0,-60.261017406940454
-70.19289990745271,-70.19289990745271,-69.99981115377467,-70.0,-60.260258871333434
-70.1929761903238,-70.1929761903238,-69.99981113983918,-70.0,-60.25950424517197
-70.19305227829926,-70.19305227829926,-69.999811125973,-70.0,-60.258753509308214
-70.19312817179645,-70.19312817179645,-69.9998111121758,-70.0,-60.258006644686176
-70.19320387123192,-70.19320387123192,-69.99981109844725,-70.0,-60.257263632341264
-70.19327937702147,-70.19327937702147,-69.999811084787,-70.0,-60.25652445339988
-70.19335468958016,-70.19335468958016,-69.9998110711947,-70.0,-60.25578908907896
-70.19342980932225,-70.19342980932225,-69.99981105767002,-70.0,-60.25505752068557
-70.19350473666127,-70.19350473666127,-69.9998110442126,-70.0,-60.254329729616465
-70.19357947200993,-70.19357947200993,-69.99981103082216,-70.0,-60.25360569735767
-70.19365401578023,-70.19365401578023,-69.99981101749832,-70.0,-60.252885405484044
-70.19372836838338,-70.19372836838338,-69.99981100424077,-70.0,-60.252168835658864
-70.19380253022985,-70.19380253022985,-69.99981099104916,-70.0,-60.2514559696334
-70.19387650172932,-70.19387650172932,-69.99981097792319,-70.0,-60.250746789246506
-70.19395028329075,-70.19395028329075,-69.9998109648625,-70.0,-60.250041276424206
-70.1940238753223,-70.1940238753223,-69.9998109518668,-70.0,-60.24933941317927
-70.19409727823142,-70.19409727823142,-69.99981093893577,-70.0,-60.24864118161081
-70.19417049242479,-70.19417049242479,-69.99981092606905,-70.0,-60.24794656390385
-70.1942435183083,-70.1942435183083,-69.99981091326633,-70.0,-60.247255542328965
-70.19431635628713,-70.19431635628713,-69.9998109005273,-70.0,-60.246568099241806
-70.1943890067657,-70.1943890067657,-69.99981088785165,-70.0,-60.245884217082754
-70.19446147014769,-70.19446147014769,-69.99981087523905,-70.0,-60.24520387837649
-70.194533746836,-70.194533746836,-69.9998108626892,-70.0,-60.24452706573161
-70.19460583723281,-70.19460583723281,-69.99981085020178,-70.0,-60.2438537618402
-70.19467774173955,-70.19467774173955,-69.9998108377765,-70.0,-60.24318394947746
-70.1947494607569,-70.1947494607569,-69.99981082541301,-70.0,-60.24251761150132
-70.19482099468478,-70.19482099468478,-69.99981081311104,-70.0,-60.24185473085202
-70.19489234392238,-70.19489234392238,-69.99981080087028,-70.0,-60.241195290551715
-70.19496350886817,-70.19496350886817,-69.9998107886904,-70.0,-60.24053927370414
-70.19503448991985,-70.19503448991985,-69.99981077657111,-70.0,-60.23988666349414
-70.19510528747439,-70.19510528747439,-69.9998107645121,-70.0,-60.239237443187356
-70.19517590192804,-70.19517590192804,-69.9998107525131,-70.0,-60.23859159612981
-70.19524633367628,-70.19524633367628,-69.99981074057379,-70.0,-60.23794910574751
-70.19531658311388,-70.19531658311388,-69.99981072869387,-70.0,-60.23730995554611
-70.19538665063484,-70.19538665063484,-69.99981071687306,-70.0,-60.23667412911048
-70.19545653663249,-70.19545653663249,-69.99981070511105,-70.0,-60.23604161010438
-70.19552624149937,-70.19552624149937,-69.99981069340754,-70.0,-60.235412382270034
-70.1955957656273,-70.1955957656273,-69.99981068176227,-70.0,-60.234786429427814
-70.1956651094074,-70.1956651094074,-69.99981067017494,-70.0,-60.23416373547582
-70.19573427323003,-70.19573427323003,-69.99981065864523,-70.0,-60.23354428438954
-70.19580325748483,-70.19580325748483,-69.9998106471729,-70.0,-60.232928060221454
-70.19587206256071,-70.19587206256071,-69.99981063575763,-70.0,-60.232315047100705
-70.19594068884587,-70.19594068884587,-69.99981062439915,-70.0,-60.2317052292327
-70.19600913672777,-70.19600913672777,-69.99981061309718,-70.0,-60.231098590898775
-70.19607740659315,-70.19607740659315,-69.99981060185142,-70.0,-60.2304951164558
-70.19614549882803,-70.19614549882803,-69.99981059066162,-70.0,-60.229894790335855
-70.19621341381772,-70.19621341381772,-69.99981057952749,-70.0,-60.229297597045864
-70.19628115194678,-70.19628115194678,-69.99981056844874,-70.0,-60.228703521167226
-70.19634871359908,-70.19634871359908,-69.9998105574251,-70.0,-60.228112547355465
-70.19641609915776,-70.19641609915776,-69.99981054645632,-70.0,-60.22752466033988
-70.19648330900525,-70.19648330900525,-69.9998105355421,-70.0,-60.2269398449232
-70.19655034352326,-70.19655034352326,-69.99981052468218,-70.0,-60.226358085981225
-70.19661720309279,-70.19661720309279,-69.99981051387628,-70.0,-60.225779368462476
-70.19668388809411,-70.19668388809411,-69.99981050312414,-70.0,-60.225203677387874
-70.19675039890683,-70.19675039890683,-69.99981049242547,-70.0,-60.22463099785036
-70.19681673590976,-70.19681673590976,-69.99981048178003,-70.0,-60.22406131501458
-70.1968828994811,-70.1968828994811,-69.99981047118756,-70.0,-60.223494614116525
-70.19694888999825,-70.19694888999825,-69.99981046064778,-70.0,-60.22293088046321
-70.19701470783798,-70.19701470783798,-69.99981045016044,-70.0,-60.22237009943232
-70.19708035337631,-70.19708035337631,-69.99981043972527,-70.0,-60.22181225647187
-70.19714582698855,-70.19714582698855,-69.999810429342,-70.0,-60.22125733709991
-70.19721112904932,-70.19721112904932,-69.9998104190104,-70.0,-60.22070532690413
-70.19727625993256,-70.19727625993256,-69.99981040873018,-70.0,-60.220156211541585
-70.19734122001148,-70.19734122001148,-69.99981039850113,-70.0,-60.219609976738326
-70.19740600965858,-70.19740600965858,-69.99981038832296,-70.0,-60.2190666082891
-70.19747062924569,-70.19747062924569,-69.9998103781954,-70.0,-60.21852609205698
-70.19753507914392,-70.19753507914392,-69.99981036811825,-70.0,-60.21798841397312
-70.1975993597237,-70.1975993597237,-69.99981035809122,-70.0,-60.21745356003633
-70.19766347135473,-70.19766347135473,-69.99981034811408,-70.0,-60.216921516312844
-70.19772741440606,-70.19772741440606,-69.99981033818656,-70.0,-60.21639226893593
-70.19779118924602,-70.19779118924602,-69.99981032830844,-70.0,-60.21586580410561
-70.19785479624225,-70.19785479624225,-69.99981031847946,-70.0,-60.21534210808835
-70.1979182357617,-70.1979182357617,-69.99981030869937,-70.0,-60.214821167216705
-70.19798150817063,-70.19798150817063,-69.99981029896794,-70.0,-60.21430296788903
-70.1980446138346,-70.1980446138346,-69.99981028928492,-70.0,-60.21378749656918
-70.19810755311849,-70.19810755311849,-69.99981027965006,-70.0,-60.21327473978617
-70.1981703263865,-70.1981703263865,-69.99981027006315,-70.0,-60.212764684133866
-70.19823293400215,-70.19823293400215,-69.99981026052393,-70.0,-60.21225731627071
-70.19829537632825,-70.19829537632825,-69.99981025103216,-70.0,-60.21175262291936
-70.19835765372693,-70.19835765372693,-69.99981024158761,-70.0,-60.21125059086644
-70.19841976655965,-70.19841976655965,-69.99981023219004,-70.0,-60.21075120696219
-70.1984817151872,-70.1984817151872,-69.99981022283923,-70.0,-60.210254458120204
-70.19854349996965,-70.19854349996965,-69.99981021353493,-70.0,-60.209760331317085
-70.19860512126641,-70.19860512126641,-69.99981020427691,-70.0,-60.20926881359217
-70.19866657943622,-70.19866657943622,-69.99981019506495,-70.0,-60.20877989204724
-70.19872787483715,-70.19872787483715,-69.99981018589882,-70.0,-60.2082935538462
-70.19878900782656,-70.19878900782656,-69.9998101767783,-70.0,-60.207809786214796
-70.19884997876116,-70.19884997876116,-69.99981016770313,-70.0,-60.207328576440325
-70.19891078799698,-70.19891078799698,-69.99981015867313,-70.0,-60.20684991187133
-70.19897143588938,-70.19897143588938,-69.99981014968805,-70.0,-60.20637377991731
-70.19903192279304,-70.19903192279304,-69.99981014074766,-70.0,-60.20590016804842
-70.19909224906198,-70.19909224906198,-69.99981013185175,-70.0,-60.20542906379524
-70.19915241504953,-70.19915241504953,-69.99981012300009,-70.0,-60.20496045474841
-70.19921242110836,-70.19921242110836,-69.99981011419247,-70.0,-60.20449432855837
-70.1992722675905,-70.1992722675905,-69.99981010542866,-70.0,-60.20403067293509
-70.19933195484727,-70.19933195484727,-69.99981009670846,-70.0,-60.2035694756478
-70.19939148322935,-70.19939148322935,-69.99981008803164,-70.0,-60.203110724524656
-70.19945085308674,-70.19945085308674,-69.99981007939797,-70.0,-60.2026544074525
-70.1995100647688,-70.1995100647688,-69.99981007080726,-70.0,-60.20220051237658
-70.19956911862421,-70.19956911862421,-69.9998100622593,-70.0,-60.201749027300245
-70.19962801500098,-70.19962801500098,-69.99981005375385,-70.0,-60.2012999402847
-70.19968675424649,-70.19968675424649,-69.99981004529072,-70.0,-60.200853239448705
-70.19974533670742,-70.19974533670742,-69.99981003686968,-70.0,-60.20040891296832
-70.19980376272983,-70.19980376272983,-69.99981002849054,-70.0,-60.19996694907661
-70.1998620326591,-70.1998620326591,-69.99981002015309,-70.0,-60.1995273360634
-70.19992014683996,-70.19992014683996,-69.99981001185712,-70.0,-60.19909006227498
-70.19997810561648,-70.19997810561648,-69.9998100036024,-70.0,-60.19865511611386
-70.20003590933209,-70.20003590933209,-69.99980999538876,-70.0,-60.19822248603848
-70.20009355832954,-70.20009355832954,-69.99980998721598,-70.0,-60.19779216056296
-70.20015105295096,-70.20015105295096,-69.99980997908386,-70.0,-60.197364128256815
-70.20020839353782,-70.20020839353782,-69.9998099709922,-70.0,-60.196938377744715
-70.20026558043092,-70.20026558043092,-69.99980996294079,-70.0,-60.1965148977062
-70.20032261397044,-70.20032261397044,-69.99980995492943,-70.0,-60.19609367687545
-70.20037949449589,-70.20037949449589,-69.99980994695792,-70.0,-60.19567470404098
-70.20043622234616,-70.20043622234616,-69.99980993902608,-70.0,-60.195257968045425
-70.20049279785944,-70.20049279785944,-69.99980993113368,-70.0,-60.19484345778525
-70.20054922137335,-70.20054922137335,-69.99980992328057,-70.0,-60.1944311622105
-70.2006054932248,-70.2006054932248,-69.9998099154665,-70.0,-60.19402107032457
-70.2006616137501,-70.2006616137501,-69.99980990769131,-70.0,-60.193613171183905
-70.20071758328491,-70.20071758328491,-69.99980989995481,-70.0,-60.19320745389779
-70.20077340216423,-70.20077340216423,-69.99980989225679,-70.0,-60.19280390762809
-70.20082907072245,-70.20082907072245,-69.99980988459707,-70.0,-60.192402521588974
-70.20088458929328,-70.20088458929328,-69.99980987697546,-70.0,-60.19200328504669
-70.20093995820984,-70.20093995820984,-69.99980986939175,-70.0,-60.191606187319294
-70.20099517780459,-70.20099517780459,-69.99980986184578,-70.0,-60.191211217776434
-70.20105024840935,-70.20105024840935,-69.99980985433734,-70.0,-60.19081836583909
-70.20110517035532,-70.20110517035532,-69.99980984686626,-70.0,-60.19042762097932
-70.20115994397307,-70.20115994397307,-69.99980983943236,-70.0,-60.190038972720025
-70.2012145695925,-70.2012145695925,-69.99980983203542,-70.0,-60.1896524106347
-70.20126904754292,-70.20126904754292,-69.9998098246753,-70.0,-60.18926792434721
-70.201323378153,-70.201323378153,-69.99980981735177,-70.0,-60.18888550353154
-70.20137756175079,-70.20137756175079,-69.99980981006469,-70.0,-60.18850513791152
-70.20143159866367,-70.20143159866367,-69.99980980281386,-70.0,-60.18812681726066
-70.20148548921844,-70.20148548921844,-69.99980979559909,-70.0,-60.18775053140187
-70.20153923374126,-70.20153923374126,-69.99980978842022,-70.0,-60.1873762702072
-70.20159283255765,-70.20159283255765,-69.99980978127707,-70.0,-60.18700402359768
-70.20164628599252,-70.20164628599252,-69.99980977416944,-70.0,-60.186633781542994
-70.20169959437017,-70.20169959437017,-69.99980976709718,-70.0,-60.18626553406133
-70.20175275801424,-70.20175275801424,-69.9998097600601,-70.0,-60.185899271219085
-70.20180577724778,-70.20180577724778,-69.99980975305803,-70.0,-60.185534983130694
-70.20185865239321,-70.20185865239321,-69.99980974609079,-70.0,-60.18517265995835
-70.20191138377234,-70.20191138377234,-69.99980973915821,-70.0,-60.18481229191179
-70.20196397170635,-70.20196397170635,-69.99980973226012,-70.0,-60.1844538692481
-70.2020164165158,-70.2020164165158,-69.99980972539635,-70.0,-60.184097382271446
-70.20206871852066,-70.20206871852066,-69.99980971856672,-70.0,-60.18374282133287
-70.20212087804026,-70.20212087804026,-69.99980971177108,-70.0,-60.18339017683007
-70.20217289539332,-70.20217289539332,-69.99980970500923,-70.0,-60.18303943920717
-70.20222477089794,-70.20222477089794,-69.99980969828103,-70.0,-60.18269059895449
-70.20227650487165,-70.20227650487165,-69.99980969158631,-70.0,-60.18234364660833
-70.20232809763131,-70.20232809763131,-69.99980968492487,-70.0,-60.18199857275079
-70.2023795494932,-70.2023795494932,-69.99980967829659,-70.0,-60.18165536800949
-70.202430860773,-70.202430860773,-69.99980967170127,-70.0,-60.181314023057375
-70.20248203178578,-70.20248203178578,-69.99980966513877,-70.0,-60.18097452861252
-70.20253306284597,-70.20253306284597,-69.99980965860891,-70.0,-60.180636875437905
-70.20258395426744,-70.20258395426744,-69.99980965211154,-70.0,-60.180301054341165
-70.20263470636341,-70.20263470636341,-69.9998096456465,-70.0,-60.17996705617443
-70.20268531944654,-70.20268531944654,-69.99980963921361,-70.0,-60.17963487183409
-70.20273579382886,-70.20273579382886,-69.99980963281273,-70.0,-60.179304492260556
-70.20278612982182,-70.20278612982182,-69.99980962644369,-70.0,-60.17897590843812
-70.20283632773622,-70.20283632773622,-69.99980962010632,-70.0,-60.17864911139466
-70.20288638788233,-70.20288638788233,-69.9998096138005,-70.0,-60.17832409220151
-70.20293631056977,-70.20293631056977,-69.99980960752603,-70.0,-60.17800084197318
-70.20298609610757,-70.20298609610757,-69.99980960128279,-70.0,-60.17767935186722
-70.20303574480418,-70.20303574480418,-69.9998095950706,-70.0,-60.17735961308396
-70.20308525696746,-70.20308525696746,-69.99980958888932,-70.0,-60.17704161686633
-70.20313463290462,-70.20313463290462,-69.99980958273879,-70.0,-60.176725354499666
-70.20318387292235,-70.20318387292235,-69.99980957661886,-70.0,-60.176410817311485
-70.2032329773267,-70.2032329773267,-69.99980957052937,-70.0,-60.176097996671295
-70.20328194642315,-70.20328194642315,-69.99980956447017,-70.0,-60.17578688399039
-70.20333078051657,-70.20333078051657,-69.99980955844111,-70.0,-60.17547747072167
-70.20337947991123,-70.20337947991123,-69.99980955244204,-70.0,-60.175169748359394
-70.20342804491088,-70.20342804491088,-69.99980954647283,-70.0,-60.17486370843905
-70.20347647581859,-70.20347647581859,-69.99980954053332,-70.0,-60.1745593425371
-70.2035247729369,-70.2035247729369,-69.99980953462334,-70.0,-60.17425664227082
-70.20357293656774,-70.20357293656774,-69.99980952874277,-70.0,-60.173955599298075
-70.20362096701248,-70.20362096701248,-69.99980952289145,-70.0,-60.173656205317165
-70.20366886457188,-70.20366886457188,-69.99980951706925,-70.0,-60.173358452066594
-70.20371662954612,-70.20371662954612,-69.99980951127601,-70.0,-60.17306233132491
-70.20376426223481,-70.20376426223481,-69.99980950551159,-70.0,-60.17276783491046
-70.20381176293698,-70.20381176293698,-69.99980949977585,-70.0,-60.172474954681284
-70.20385913195106,-70.20385913195106,-69.99980949406864,-70.0,-60.17218368253485
-70.20390636957491,-70.20390636957491,-69.99980948838983,-70.0,-60.171894010407904
-70.20395347610582,-70.20395347610582,-69.99980948273927,-70.0,-60.171605930276264
-70.2040004518405,-70.2040004518405,-69.99980947711681,-70.0,-60.17131943415465
-70.20404729707508,-70.20404729707508,-69.99980947152233,-70.0,-60.171034514096476
-70.2040940121051,-70.2040940121051,-69.99980946595566,-70.0,-60.1707511621937
-70.20414059722556,-70.20414059722556,-69.9998094604167,-70.0,-60.17046937057662
-70.20418705273084,-70.20418705273084,-69.99980945490529,-70.0,-60.170189131413665
-70.20423337891481,-70.20423337891481,-69.99980944942129,-70.0,-60.16991043691125
-70.20427957607069,-70.20427957607069,-69.99980944396458,-70.0,-60.169633279313594
-70.20432564449119,-70.20432564449119,-69.99980943853501,-70.0,-60.16935765090251
-70.20437158446843,-70.20437158446843,-69.99980943313246,-70.0,-60.16908354399726
-70.20441739629398,-70.20441739629398,-69.99980942775677,-70.0,-60.16881095095434
-70.20446308025878,-70.20446308025878,-69.99980942240785,-70.0,-60.168539864167336
-70.20450863665327,-70.20450863665327,-69.99980941708552,-70.0,-60.16827027606672
-70.20455406576731,-70.20455406576731,-69.99980941178967,-70.0,-60.1680021791197
-70.20459936789018,-70.20459936789018,-69.99980940652017,-70.0,-60.16773556583003
-70.2046445433106,-70.2046445433106,-69.99980940127689,-70.0,-60.167470428737815
-70.20468959231671,-70.20468959231671,-69.99980939605969,-70.0,-60.167206760419376
-70.20473451519612,-70.20473451519612,-69.99980939086845,-70.0,-60.16694455348705
-70.20477931223587,-70.20477931223587,-69.99980938570302,-70.0,-60.166683800589034
-70.20482398372242,-70.20482398372242,-69.99980938056329,-70.0,-60.1664244944092
-70.20486852994168,-70.20486852994168,-69.99980937544913,-70.0,-60.16616662766693
-70.20491295117903,-70.20491295117903,-69.99980937036042,-70.0,-60.16591019311696
-70.20495724771924,-70.20495724771924,-69.99980936529703,-70.0,-60.16565518354916
-70.20500141984655,-70.20500141984655,-69.99980936025882,-70.0,-60.16540159178846
-70.20504546784467,-70.20504546784467,-69.99980935524567,-70.0,-60.16514941069458
-70.20508939199671,-70.20508939199671,-69.99980935025746,-70.0,-60.16489863316194
-70.20513319258525,-70.20513319258525,-69.99980934529407,-70.0,-60.16464925211944
-70.20517686989231,-70.20517686989231,-69.99980934035537,-70.0,-60.164401260530326
-70.20522042419937,-70.20522042419937,-69.99980933544124,-70.0,-60.16415465139204
-70.20526385578734,-70.20526385578734,-69.99980933055156,-70.0,-60.163909417736
-70.2053071649366,-70.2053071649366,-69.9998093256862,-70.0,-60.1636655526275
-70.20535035192695,-70.20535035192695,-69.99980932084505,-70.0,-60.16342304916551
-70.20539341703768,-70.20539341703768,-69.99980931602798,-70.0,-60.16318190048253
-70.20543636054751,-70.20543636054751,-69.99980931123487,-70.0,-60.16294209974441
-70.2054791827346,-70.2054791827346,-69.99980930646561,-70.0,-60.16270364015024
-70.20552188387661,-70.20552188387661,-69.99980930172006,-70.0,-60.16246651493213
-70.20556446425061,-70.20556446425061,-69.99980929699814,-70.0,-60.16223071735507
-70.20560692413314,-70.20560692413314,-69.9998092922997,-70.0,-60.16199624071682
-70.2056492638002,-70.2056492638002,-69.99980928762464,-70.0,-60.161763078347676
-70.20569148352726,-70.20569148352726,-69.99980928297285,-70.0,-60.16153122361038
-70.20573358358922,-70.20573358358922,-69.99980927834417,-70.0,-60.16130066989993
-70.20577556426048,-70.20577556426048,-69.99980927373853,-70.0,-60.16107141064342
-70.20581742581484,-70.20581742581484,-69.99980926915582,-70.0,-60.160843439299924
-70.20585916852563,-70.20585916852563,-69.99980926459588,-70.0,-60.1606167493603
-70.2059007926656,-70.2059007926656,-69.99980926005864,-70.0,-60.160391334347075
-70.20594229850698,-70.20594229850698,-69.99980925554397,-70.0,-60.16016718781426
-70.20598368632146,-70.20598368632146,-69.99980925105176,-70.0,-60.15994430334722
-70.20602495638019,-70.20602495638019,-69.99980924658189,-70.0,-60.159722674562516
-70.20606610895378,-70.20606610895378,-69.99980924213426,-70.0,-60.15950229510778
-70.20610714431233,-70.20610714431233,-69.99980923770876,-70.0,-60.159283158661516
-70.20614806272539,-70.20614806272539,-69.99980923330527,-70.0,-60.159065258933
-70.20618886446199,-70.20618886446199,-69.9998092289237,-70.0,-60.15884858966211
-70.20622954979062,-70.20622954979062,-69.99980922456392,-70.0,-60.15863314461917
-70.20627011897923,-70.20627011897923,-69.99980922022583,-70.0,-60.15841891760485
-70.20631057229528,-70.20631057229528,-69.99980921590931,-70.0,-60.15820590244995
-70.20635091000567,-70.20635091000567,-69.99980921161428,-70.0,-60.15799409301533
-70.20639113237678,-70.20639113237678,-69.99980920734062,-70.0,-60.157783483191714
-70.20643123967446,-70.20643123967446,-69.9998092030882,-70.0,-60.157574066899556
-70.20647123216405,-70.20647123216405,-69.99980919885695,-70.0,-60.157365838088914
-70.20651111011034,-70.20651111011034,-69.99980919464674,-70.0,-60.15715879073931
-70.20655087377763,-70.20655087377763,-69.99980919045748,-70.0,-60.15695291885956
-70.20659052342968,-70.20659052342968,-69.99980918628906,-70.0,-60.156748216487664
-70.20663005932973,-70.20663005932973,-69.99980918214138,-70.0,-60.15654467769066
-70.20666948174048,-70.20666948174048,-69.99980917801433,-70.0,-60.15634229656446
-70.20670879092415,-70.20670879092415,-69.99980917390782,-70.0,-60.15614106723375
-70.20674798714242,-70.20674798714242,-69.99980916982173,-70.0,-60.15594098385182
-70.20678707065645,-70.20678707065645,-69.99980916575596,-70.0,-60.15574204060046
-70.20682604172687,-70.20682604172687,-69.99980916171043,-70.0,-60.155544231689774
-70.20686490061382,-70.20686490061382,-69.99980915768502,-70.0,-60.155347551358105
-70.20690364757694,-70.20690364757694,-69.99980915367964,-70.0,-60.15515199387186
-70.20694228287529,-70.20694228287529,-69.99980914969419,-70.0,-60.15495755352538
-70.20698080676748,-70.20698080676748,-69.99980914572855,-70.0,-60.15476422464081
-70.20701921951157,-70.20701921951157,-69.99980914178265,-70.0,-60.15457200156796
