PNa,PNc,PV,SOM,CR
0.41797283176593514,0.295967443581206,0.009643666522011667,0.07689350249903887,0.10919248349415944
2.063740856844306,0.4069552349241585,0.02089461079769195,0.07689350249903877,0.0025393600812595226
2.2291884360849874,0.8139104698483165,0.027323721812366388,0.11534025374855829,0.0
0.5485893416927902,0.813910469848317,0.03696738833437806,0.08970908624887866,0.0
0.0609543712991989,1.146873843877174,0.027323721812366388,0.12815583749839826,0.0
0.1480320445837685,1.1468738438771717,0.011250944275680285,0.12815583749839796,0.0
0.07836990595611287,0.5549389567147617,0.00803638876834305,0.025631167499679593,0.0
0.0,0.36995930447650777,0.004821833261005836,0.0,0.0
0.0,0.2959674435812062,0.0016072777536686122,0.0,0.0
0.008707767328456986,0.036995930447650725,0.0016072777536686122,0.012815583749839796,0.027932960893854764
