timestamps,node_ids
5294.400000010595,48
5070.700000009781,72
5207.60000001028,168
5455.500000011181,216
5312.10000001066,432
5390.100000010943,480
5368.800000010866,552
5239.300000010395,576
5386.40000001093,576
5491.100000011311,624
5132.400000010006,672
5401.000000010983,720
5297.100000010605,744
5206.700000010276,816
5320.200000010689,816
5358.300000010828,816
5381.100000010911,816
5413.600000011029,816
5439.400000011123,816
5083.1000000098265,840
5196.60000001024,840
5228.300000010355,840
5235.30000001038,840
5271.100000010511,840
5285.600000010563,840
5294.400000010595,840
5303.700000010629,840
5311.200000010656,840
5319.700000010687,840
5332.500000010734,840
5341.100000010765,840
5408.900000011012,840
5420.800000011055,840
5445.200000011144,840
5458.300000011192,840
5468.400000011228,840
5482.50000001128,840
5495.900000011328,840
5005.100000009543,864
5019.000000009593,864
5033.600000009647,864
5043.800000009684,864
5065.700000009763,864
5151.100000010074,864
5185.8000000102,864
5207.60000001028,864
5225.900000010346,864
5243.200000010409,864
5274.200000010522,864
5282.00000001055,864
5295.400000010599,864
5303.400000010628,864
5311.800000010659,864
5320.200000010689,864
5331.100000010729,864
5353.700000010811,864
5369.90000001087,864
5404.100000010994,864
5416.8000000110405,864
5443.200000011137,864
5476.300000011257,864
5026.100000009619,888
5038.400000009664,888
5045.7000000096905,888
5054.5000000097225,888
5063.100000009754,888
5073.500000009792,888
5088.400000009846,888
5112.700000009934,888
5125.20000000998,888
5135.6000000100175,888
5146.500000010057,888
5155.50000001009,888
5163.500000010119,888
5171.700000010149,888
5181.600000010185,888
5194.00000001023,888
5206.700000010276,888
5214.500000010305,888
5227.00000001035,888
5234.500000010377,888
5243.200000010409,888
5253.700000010447,888
5263.000000010481,888
5273.500000010519,888
5284.100000010558,888
5292.300000010588,888
5303.800000010629,888
5312.500000010661,888
5320.200000010689,888
5330.700000010727,888
5365.700000010855,888
5376.700000010895,888
5393.200000010955,888
5402.400000010988,888
5416.300000011039,888
5423.600000011065,888
5445.000000011143,888
5451.900000011168,888
5462.200000011206,888
5478.100000011264,888
5485.30000001129,888
5495.700000011328,888
5049.200000009703,912
5185.600000010199,912
5198.200000010245,912
5216.300000010311,912
5227.10000001035,912
5286.900000010568,912
5331.100000010729,912
5343.000000010772,912
5356.400000010821,912
5390.200000010944,912
5401.300000010984,912
5418.100000011045,912
5430.100000011089,912
5444.700000011142,912
5461.200000011202,912
5473.900000011248,912
5490.200000011308,912
5029.900000009633,936
5048.2000000097,936
5063.400000009755,936
5217.300000010315,936
5232.50000001037,936
5295.900000010601,936
5308.100000010645,936
5320.40000001069,936
5332.600000010734,936
5024.000000009612,960
5082.300000009824,960
5097.300000009878,960
5173.600000010156,960
5216.900000010313,960
5237.400000010388,960
5246.800000010422,960
5270.400000010508,960
5279.10000001054,960
5288.500000010574,960
5371.900000010877,960
5422.400000011061,960
5452.900000011172,960
5468.400000011228,960
5479.90000001127,960
5490.000000011307,960
5049.600000009705,984
5118.900000009957,984
5173.700000010156,984
5183.400000010191,984
5196.200000010238,984
5262.200000010478,984
5276.200000010529,984
5287.6000000105705,984
5420.900000011055,984
5432.300000011097,984
5474.50000001125,984
5814.700000012488,0
5899.900000012798,144
5746.60000001224,288
5590.700000011673,384
5711.700000012113,576
5986.300000013112,576
5808.5000000124655,624
5951.000000012984,648
5809.500000012469,720
5704.100000012086,792
5637.100000011842,816
5501.200000011348,840
5508.900000011376,840
5516.700000011404,840
5529.30000001145,840
5544.400000011505,840
5553.800000011539,840
5565.5000000115815,840
5576.5000000116215,840
5586.000000011656,840
5614.900000011761,840
5638.500000011847,840
5653.400000011901,840
5691.50000001204,840
5719.00000001214,840
5827.000000012533,840
5868.200000012683,840
5883.90000001274,840
5891.700000012768,840
5903.10000001281,840
5916.200000012857,840
5928.200000012901,840
5944.40000001296,840
5957.800000013009,840
5969.600000013052,840
5985.900000013111,840
5520.600000011418,864
5555.500000011545,864
5566.700000011586,864
5590.100000011671,864
5638.9000000118485,864
5653.500000011902,864
5674.100000011977,864
5755.600000012273,864
5768.40000001232,864
5789.000000012395,864
5799.7000000124335,864
5813.600000012484,864
5825.100000012526,864
5833.5000000125565,864
5843.900000012594,864
5854.200000012632,864
5863.500000012666,864
5871.000000012693,864
5884.200000012741,864
5894.90000001278,864
5903.600000012812,864
5914.900000012853,864
5925.600000012892,864
5934.500000012924,864
5943.300000012956,864
5959.200000013014,864
5970.900000013056,864
5980.900000013093,864
5988.100000013119,864
5996.60000001315,864
5510.600000011382,888
5518.40000001141,888
5532.10000001146,888
5543.1000000115,888
5568.400000011592,888
5634.100000011831,888
5652.400000011898,888
5754.70000001227,888
5765.300000012308,888
5815.20000001249,888
5849.600000012615,888
5867.800000012681,888
5877.000000012715,888
5904.200000012814,888
5927.400000012898,888
5945.000000012962,888
5724.60000001216,912
5768.100000012319,912
5828.100000012537,912
5873.0000000127,912
5521.400000011421,936
5693.600000012048,936
5728.300000012174,936
5746.000000012238,936
5757.100000012279,936
5769.100000012322,936
5556.500000011549,960
5565.600000011582,960
5640.300000011854,960
5678.600000011993,960
5710.000000012107,960
5793.500000012411,960
5808.900000012467,960
5823.6000000125205,960
5867.50000001268,960
5876.600000012713,960
5889.000000012758,960
5899.000000012795,960
5907.900000012827,960
5974.100000013068,960
5526.200000011439,984
5539.300000011486,984
5606.000000011729,984
5636.200000011839,984
5862.400000012662,984
5874.000000012704,984
5883.400000012738,984
5929.800000012907,984
5939.800000012943,984
5949.5000000129785,984
6024.800000013252,120
6302.900000014264,192
6060.400000013382,240
6261.900000014115,264
6134.20000001365,360
6024.800000013252,528
6209.200000013923,576
6091.100000013494,672
6209.0000000139225,672
6067.100000013406,792
6111.300000013567,792
6030.900000013275,816
6120.700000013601,816
6146.300000013694,816
6179.000000013813,816
6189.400000013851,816
6227.60000001399,816
6265.600000014128,816
6328.200000014356,816
6375.90000001453,816
6002.900000013173,840
6023.000000013246,840
6063.800000013394,840
6179.200000013814,840
6236.500000014023,840
6312.600000014299,840
6324.200000014342,840
6401.400000014623,840
6003.900000013176,864
6015.400000013218,864
6026.500000013259,864
6054.700000013361,864
6063.400000013393,864
6099.700000013525,864
6117.50000001359,864
6137.200000013661,864
6210.000000013926,864
6223.700000013976,864
6233.800000014013,864
6241.900000014042,864
6250.800000014075,864
6265.700000014129,864
6294.400000014233,864
6314.800000014307,864
6328.400000014357,864
6344.900000014417,864
6360.900000014475,864
6375.90000001453,864
6415.800000014675,864
6443.100000014774,864
6461.30000001484,864
6080.700000013456,888
6100.700000013529,888
6122.900000013609,888
6135.300000013654,888
6147.300000013698,888
6188.100000013847,888
6197.900000013882,888
6208.500000013921,888
6229.400000013997,888
6238.300000014029,888
6250.300000014073,888
6264.8000000141255,888
6276.400000014168,888
6284.800000014198,888
6292.900000014228,888
6302.300000014262,888
6316.800000014315,888
6328.900000014359,888
6341.700000014405,888
6359.900000014472,888
6372.200000014516,888
6382.500000014554,888
6390.900000014584,888
6399.800000014617,888
6408.400000014648,888
6416.900000014679,888
6429.000000014723,888
6439.10000001476,888
6450.700000014802,888
6486.700000014933,888
6032.700000013281,912
6218.300000013956,912
6245.200000014054,912
6386.200000014567,912
6448.800000014795,912
6062.800000013391,936
6151.000000013712,936
6180.80000001382,936
6204.300000013905,936
6215.400000013946,936
6226.000000013984,936
6239.200000014032,936
6070.500000013419,960
6102.600000013536,960
6157.200000013734,960
6169.500000013779,960
6210.600000013928,960
6294.400000014233,960
6352.300000014444,960
6446.800000014788,960
6462.7000000148455,960
6068.500000013411,984
6094.200000013505,984
6213.90000001394,984
6302.800000014264,984
6313.600000014303,984
6420.500000014692,984
6956.700000016643,0
6742.8000000158645,24
6989.700000016763,240
6937.400000016572,288
6946.900000016607,360
6717.200000015771,408
6649.000000015523,432
6624.100000015433,456
6547.500000015154,792
6721.500000015787,816
6734.500000015834,816
6782.000000016007,816
6907.700000016464,816
6989.300000016761,816
6632.200000015462,840
6660.100000015564,840
6715.500000015765,840
6733.20000001583,840
6743.200000015866,840
6754.600000015907,840
6765.700000015948,840
6783.900000016014,840
6808.500000016104,840
6828.300000016176,840
6852.200000016263,840
6894.500000016416,840
6904.100000016451,840
6911.90000001648,840
6923.900000016523,840
6935.900000016567,840
6943.300000016594,840
6951.300000016623,840
6961.100000016659,840
6975.400000016711,840
6996.300000016787,840
6594.100000015324,864
6796.50000001606,864
6873.60000001634,864
6921.100000016513,864
6939.300000016579,864
6954.900000016636,864
6969.200000016688,864
6507.5000000150085,888
6515.900000015039,888
6534.800000015108,888
6582.600000015282,888
6619.100000015415,888
6656.700000015551,888
6667.600000015591,888
6684.400000015652,888
6691.900000015679,888
6720.200000015782,888
6736.900000015843,888
6751.6000000158965,888
6760.4000000159285,888
6796.800000016061,888
6914.6000000164895,888
6986.400000016751,888
6572.200000015244,912
6586.800000015297,912
6599.800000015344,912
6614.400000015397,912
6632.900000015465,912
6645.40000001551,912
6658.900000015559,912
6673.8000000156135,912
6808.900000016105,912
6822.000000016153,912
6908.700000016468,912
6923.500000016522,912
6943.900000016596,912
6961.200000016659,912
6503.900000014995,936
6517.000000015043,936
6564.000000015214,936
6660.700000015566,936
6675.200000015619,936
6691.200000015677,936
6715.6000000157655,936
6729.500000015816,936
6815.600000016129,936
6835.200000016201,936
6921.300000016514,936
6594.800000015326,960
6635.6000000154745,960
6665.400000015583,960
6715.700000015766,960
6752.000000015898,960
6796.800000016061,960
6807.200000016099,960
6857.7000000162825,960
6913.100000016484,960
6924.600000016526,960
6981.500000016733,960
6992.300000016772,960
6546.600000015151,984
6595.200000015328,984
6658.900000015559,984
6746.1000000158765,984
6776.000000015985,984
6850.500000016256,984
6898.400000016431,984
6909.1000000164695,984
6942.800000016592,984
6969.70000001669,984
7011.900000016844,96
7484.300000018562,120
7328.800000017996,480
7199.800000017527,624
7167.300000017409,648
7004.400000016816,672
7444.000000018415,672
7181.40000001746,792
7003.500000016813,840
7019.500000016871,840
7028.000000016902,840
7036.500000016933,840
7048.200000016976,840
7056.500000017006,840
7066.00000001704,840
7076.200000017077,840
7093.0000000171385,840
7349.500000018072,840
7386.100000018205,840
7411.300000018296,840
7443.900000018415,840
7466.800000018498,840
7007.500000016828,864
7031.800000016916,864
7041.400000016951,864
7052.30000001699,864
7063.900000017033,864
7073.900000017069,864
7082.100000017099,864
7090.8000000171305,864
7106.900000017189,864
7116.400000017224,864
7131.600000017279,864
7142.90000001732,864
7150.700000017348,864
7163.000000017393,864
7182.700000017465,864
7190.700000017494,864
7201.700000017534,864
7226.300000017623,864
7239.500000017671,864
7250.20000001771,864
7261.300000017751,864
7273.6000000177955,864
7310.400000017929,864
7325.800000017985,864
7377.400000018173,864
7442.200000018409,864
7452.200000018445,864
7464.000000018488,864
7482.900000018557,864
7495.800000018604,864
7010.100000016837,888
7023.600000016886,888
7138.800000017305,888
7187.400000017482,888
7317.500000017955,888
7336.400000018024,888
7349.700000018072,888
7361.700000018116,888
7374.900000018164,888
7382.800000018193,888
7389.400000018217,888
7398.000000018248,888
7413.000000018303,888
7432.800000018375,888
7446.500000018424,888
7456.000000018459,888
7466.200000018496,888
7475.200000018529,888
7485.500000018566,888
7056.200000017005,912
7170.800000017422,912
7263.500000017759,912
7275.8000000178035,912
7386.300000018205,912
7458.3000000184675,912
7470.900000018513,912
7487.900000018575,912
7059.200000017016,936
7123.100000017248,936
7315.700000017949,936
7328.800000017996,936
7338.500000018032,936
7350.100000018074,936
7385.000000018201,936
7001.700000016806,960
7069.400000017053,960
7154.600000017363,960
7188.600000017486,960
7297.500000017882,960
7310.60000001793,960
7353.500000018086,960
7378.400000018177,960
7387.900000018211,960
7455.300000018457,960
7045.800000016967,984
7069.300000017052,984
7122.000000017244,984
7258.30000001774,984
7269.30000001778,984
7298.900000017888,984
7314.0000000179425,984
7354.4000000180895,984
7491.500000018588,984
7958.100000020286,0
7631.200000019096,72
7820.000000019783,192
7505.3000000186385,216
7750.200000019529,264
7957.600000020284,600
7593.400000018959,648
7715.200000019402,648
7859.200000019926,696
7704.500000019363,768
7888.300000020032,816
7904.000000020089,816
7928.9000000201795,816
7945.000000020238,816
7957.600000020284,816
7984.800000020383,816
7560.100000018838,840
7692.70000001932,840
7703.500000019359,840
7720.10000001942,840
7747.50000001952,840
7782.600000019647,840
7837.300000019846,840
7859.700000019928,840
7885.800000020023,840
7898.90000002007,840
7528.100000018721,864
7543.600000018778,864
7572.800000018884,864
7583.800000018924,864
7686.000000019296,864
7733.500000019469,864
7820.6000000197855,864
7846.400000019879,864
7935.900000020205,864
7500.900000018622,888
7536.800000018753,888
7548.800000018797,888
7570.300000018875,888
7596.000000018968,888
7624.100000019071,888
7638.100000019122,888
7647.400000019155,888
7687.300000019301,888
7699.300000019344,888
7718.200000019413,888
7731.300000019461,888
7748.500000019523,888
7758.800000019561,888
7767.100000019591,888
7775.900000019623,888
7788.000000019667,888
7799.400000019708,888
7813.100000019758,888
7821.80000001979,888
7829.800000019819,888
7836.200000019842,888
7843.90000001987,888
7851.500000019898,888
7858.200000019922,888
7865.200000019948,888
7872.700000019975,888
7880.600000020004,888
7890.200000020039,888
7897.400000020065,888
7904.7000000200915,888
7912.000000020118,888
7920.1000000201475,888
7929.300000020181,888
7938.700000020215,888
7946.900000020245,888
7961.400000020298,888
7981.500000020371,888
7990.900000020405,888
7999.500000020436,888
7547.900000018793,912
7576.600000018898,912
7588.10000001894,912
7676.800000019262,912
7553.800000018815,936
7566.700000018862,936
7602.100000018991,936
7614.600000019036,936
7626.60000001908,936
7679.900000019274,936
7692.900000019321,936
7703.60000001936,936
7722.100000019427,936
7737.900000019485,936
7880.900000020005,936
7544.20000001878,960
7575.200000018893,960
7654.900000019183,960
7667.5000000192285,960
7679.200000019271,960
7890.800000020041,960
7937.20000002021,960
7960.900000020296,960
7503.200000018631,984
7582.70000001892,984
7625.000000019074,984
7710.100000019383,984
7743.200000019504,984
7814.400000019763,984
7829.700000019819,984
7885.700000020022,984
7962.0000000203,984
7972.200000020337,984
8049.3000000206175,48
8379.200000018413,144
8271.600000019978,240
8397.400000018148,288
8023.700000020524,336
8403.200000018063,360
8474.800000017021,408
8105.300000020821,504
8147.000000020973,672
8144.700000020965,696
8239.20000002045,696
8054.000000020635,768
8208.100000020902,768
8374.800000018477,768
8000.50000002044,792
8255.600000020211,792
8063.200000020668,816
8083.00000002074,816
8109.100000020835,816
8151.400000020989,816
8203.900000020963,816
8364.20000001863,816
8017.500000020502,840
8041.100000020588,840
8060.200000020657,840
8069.10000002069,840
8079.500000020727,840
8090.500000020767,840
8107.400000020829,840
8130.900000020914,840
8148.100000020977,840
8157.900000021013,840
8168.400000021051,840
8178.400000021087,840
8280.800000019844,840
8023.800000020525,864
8034.100000020562,864
8084.600000020746,864
8098.000000020795,864
8107.200000020828,864
8118.200000020868,864
8127.700000020903,864
8134.000000020926,864
8143.100000020959,864
8152.600000020993,864
8163.800000021034,864
8172.100000021064,864
8179.900000021093,864
8185.800000021114,864
8191.900000021136,864
8200.200000021017,864
8209.400000020883,864
8218.800000020747,864
8226.600000020633,864
8232.900000020541,864
8240.900000020425,864
8247.800000020325,864
8258.600000020167,864
8265.700000020064,864
8273.50000001995,864
8280.700000019846,864
8293.400000019661,864
8304.400000019501,864
8314.000000019361,864
8323.100000019229,864
8332.900000019086,864
8345.200000018907,864
8355.000000018765,864
8366.200000018602,864
8378.900000018417,864
8407.400000018002,864
8416.400000017871,864
8442.000000017499,864
8497.700000016688,864
8009.700000020473,888
8039.00000002058,888
8054.100000020635,888
8061.800000020663,888
8094.200000020781,888
8140.900000020951,888
8148.600000020979,888
8172.100000021064,888
8184.8000000211105,888
8200.600000021012,888
8220.200000020726,888
8232.800000020543,888
8243.200000020392,888
8252.30000002026,888
8261.100000020131,888
8275.60000001992,888
8285.800000019772,888
8305.10000001949,888
8334.200000019067,888
8363.60000001864,888
8409.800000017967,888
8427.200000017714,888
8458.700000017256,888
8468.00000001712,888
8497.700000016688,888
8138.00000002094,912
8154.800000021001,912
8193.900000021109,912
8289.600000019716,912
8300.600000019556,912
8336.900000019028,912
8366.700000018594,912
8419.700000017823,912
8433.100000017628,912
8471.900000017064,912
8085.200000020748,936
8096.70000002079,936
8141.700000020954,936
8152.600000020993,936
8163.300000021032,936
8181.600000021099,936
8312.70000001938,936
8328.900000019144,936
8340.100000018982,936
8360.000000018692,936
8460.600000017228,936
8470.700000017081,936
8063.000000020667,960
8090.400000020767,960
8116.900000020863,960
8207.500000020911,960
8245.000000020365,960
8284.900000019785,960
8296.100000019622,960
8388.800000018273,960
8418.800000017836,960
8467.700000017125,960
8032.500000020556,984
8047.20000002061,984
8067.300000020683,984
8086.000000020751,984
8150.400000020985,984
8163.000000021031,984
8221.600000020706,984
8238.900000020454,984
8295.200000019635,984
8339.000000018998,984
8402.10000001808,984
8460.200000017234,984
8528.700000016237,96
8605.100000015125,168
8517.100000016406,216
8978.100000009697,432
8635.800000014679,576
8721.200000013436,576
8848.200000011588,672
8680.300000014031,720
8816.200000012053,720
8934.700000010329,744
8779.000000012595,768
8615.400000014975,816
8684.300000013973,816
8763.100000012826,816
8830.80000001184,816
8843.300000011659,816
8965.200000009885,816
8605.50000001512,840
8647.900000014502,840
8657.500000014363,840
8682.700000013996,840
8693.40000001384,840
8710.700000013589,840
8721.400000013433,840
8729.20000001332,840
8741.600000013139,840
8752.800000012976,840
8762.80000001283,840
8770.700000012715,840
8782.500000012544,840
8787.700000012468,840
8795.600000012353,840
8804.70000001222,840
8818.400000012021,840
8828.200000011879,840
8842.50000001167,840
8853.300000011513,840
8883.10000001108,840
8898.700000010853,840
8913.200000010642,840
8957.200000010002,840
8508.000000016538,864
8521.000000016349,864
8531.500000016196,864
8539.700000016077,864
8551.20000001591,864
8561.400000015761,864
8571.700000015611,864
8579.600000015496,864
8602.900000015157,864
8613.100000015009,864
8634.400000014699,864
8648.300000014497,864
8681.600000014012,864
8692.800000013849,864
8701.100000013728,864
8716.8000000135,864
8725.70000001337,864
8740.500000013155,864
8751.300000012998,864
8762.900000012829,864
8774.100000012666,864
8785.700000012497,864
8792.600000012397,864
8806.1000000122,864
8815.600000012062,864
8825.000000011925,864
8832.300000011819,864
8841.000000011692,864
8852.20000001153,864
8868.100000011298,864
8875.900000011185,864
8930.300000010393,864
8940.500000010245,864
8964.2000000099,864
8977.000000009713,864
8992.800000009483,864
8508.200000016535,888
8524.000000016305,888
8533.000000016174,888
8544.600000016006,888
8554.700000015859,888
8564.90000001571,888
8582.200000015458,888
8603.200000015153,888
8612.000000015025,888
8620.400000014903,888
8629.000000014777,888
8637.600000014652,888
8650.200000014469,888
8696.700000013792,888
8707.90000001363,888
8728.900000013324,888
8745.60000001308,888
8764.400000012807,888
8784.000000012522,888
8887.90000001101,888
8936.100000010309,888
8971.0000000098,888
8566.800000015683,912
8577.200000015531,912
8589.300000015355,912
8604.300000015137,912
8615.600000014972,912
8688.60000001391,912
8724.100000013394,912
8734.60000001324,912
8744.500000013097,912
8755.30000001294,912
8766.400000012778,912
8784.400000012516,912
8795.300000012357,912
8805.900000012203,912
8817.200000012039,912
8829.300000011863,912
8882.700000011086,912
8893.500000010928,912
8545.100000015998,936
8589.00000001536,936
8605.100000015125,936
8618.000000014938,936
8732.200000013276,936
8746.400000013069,936
8916.500000010594,936
8538.1000000161,960
8556.600000015831,960
8573.100000015591,960
8583.400000015441,960
8596.800000015246,960
8695.700000013807,960
8753.700000012963,960
8796.800000012336,960
8888.200000011006,960
8999.500000009386,960
8535.40000001614,984
8585.000000015418,984
8720.90000001344,984
8730.000000013308,984
8747.400000013055,984
8788.700000012454,984
8797.800000012321,984
8901.70000001081,984
8923.0000000105,984
9247.40000000578,0
9285.70000000522,48
9134.70000000742,72
9127.10000000753,264
9431.100000003104,456
9083.10000000817,528
9049.500000008658,624
9055.100000008577,648
9236.600000005936,648
9187.700000006647,672
9123.300000007584,696
9471.40000000252,768
9022.100000009055,792
9137.100000007384,792
9040.800000008783,816
9094.900000007998,816
9158.60000000707,816
9176.600000006809,816
9226.300000006086,816
9235.00000000596,816
9258.900000005611,816
9312.800000004829,816
9363.000000004096,816
9008.20000000926,840
9025.600000009006,840
9062.200000008474,840
9103.800000007868,840
9161.500000007029,840
9178.300000006784,840
9284.200000005245,840
9301.100000004995,840
9382.200000003815,840
9401.20000000354,840
9411.300000003394,840
9426.300000003175,840
9434.20000000306,840
9443.600000002923,840
9455.600000002749,840
9469.30000000255,840
9476.200000002447,840
9007.800000009263,864
9022.400000009053,864
9082.800000008174,864
9118.20000000766,864
9130.40000000748,864
9168.100000006933,864
9191.400000006592,864
9260.100000005594,864
9271.900000005422,864
9290.60000000515,864
9328.500000004598,864
9345.700000004348,864
9360.600000004131,864
9385.900000003763,864
9398.300000003585,864
9412.600000003376,864
9434.000000003063,864
9449.40000000284,864
9061.10000000849,888
9085.600000008131,888
9100.000000007924,888
9113.500000007729,888
9123.200000007586,888
9129.400000007496,888
9139.600000007347,888
9156.6000000071,888
9178.300000006784,888
9219.90000000618,888
9231.800000006006,888
9246.300000005796,888
9314.7000000048,888
9327.800000004609,888
9339.500000004438,888
9363.800000004085,888
9384.500000003783,888
9396.800000003605,888
9408.400000003436,888
9418.900000003285,888
9426.00000000318,888
9435.200000003046,888
9446.200000002886,888
9461.900000002655,888
9478.30000000242,888
9485.200000002318,888
9014.40000000917,912
9083.600000008162,912
9274.300000005387,912
9294.600000005092,912
9343.60000000438,912
9386.20000000376,912
9483.200000002347,912
9497.50000000214,912
9010.100000009232,936
9023.500000009037,936
9035.800000008858,936
9089.20000000808,936
9102.100000007891,936
9143.100000007296,936
9300.400000005007,936
9468.900000002555,936
9483.60000000234,936
9102.000000007894,960
9131.000000007472,960
9139.600000007347,960
9147.900000007226,960
9157.90000000708,960
9267.100000005492,960
9277.60000000534,960
9301.700000004988,960
9318.000000004751,960
9334.100000004515,960
9460.600000002676,960
9008.400000009256,984
9023.700000009034,984
9087.600000008104,984
9101.500000007902,984
9134.100000007427,984
9164.400000006986,984
9250.900000005728,984
9299.700000005018,984
9325.300000004643,984
9384.10000000379,984
9407.700000003446,984
9462.500000002648,984
9472.500000002505,984
9601.300000000629,144
9731.599999998733,192
9735.19999999868,216
9645.79999999998,312
9923.799999995936,384
9825.99999999736,480
9698.999999999209,504
9733.09999999871,552
9852.199999996978,624
9742.199999998578,744
9843.899999997098,744
9936.49999999575,744
9899.199999996294,768
9636.700000000114,816
9657.799999999806,816
9786.69999999793,816
9850.899999996996,816
9862.799999996823,816
9914.099999996077,816
9926.89999999589,816
9540.600000001512,840
9562.70000000119,840
9631.600000000188,840
9677.099999999526,840
9696.199999999248,840
9773.899999998115,840
9887.899999996458,840
9932.899999995803,840
9584.500000000871,864
9593.500000000742,864
9657.299999999814,864
9672.199999999595,864
9689.299999999348,864
9705.199999999117,864
9862.29999999683,864
9899.799999996285,864
9921.299999995972,864
9955.499999995474,864
9968.599999995284,864
9511.90000000193,888
9519.900000001811,888
9535.90000000158,888
9543.300000001473,888
9553.900000001318,888
9561.700000001205,888
9578.200000000965,888
9589.6000000008,888
9605.600000000566,888
9623.700000000304,888
9631.900000000183,888
9642.800000000025,888
9695.099999999264,888
9711.599999999024,888
9747.699999998498,888
9769.59999999818,888
9792.99999999784,888
9865.399999996784,888
9896.299999996336,888
9913.399999996089,888
9971.099999995247,888
9639.00000000008,912
9706.199999999102,912
9720.399999998896,912
9741.799999998584,912
9860.699999996854,912
9983.099999995073,912
9544.000000001462,936
9628.500000000233,936
9663.199999999728,936
9674.599999999562,936
9746.799999998511,936
9835.299999997223,936
