PNa,PNc,PV,SOM,CR
3.4561592253899955,1.8827326519634215,0.05908070424199457,0.0877963125548727,0.08478568064060293
1.6541151156535772,0.9144701452393761,0.11816140848398916,0.2048580626280363,0.0
1.3851533082302325,1.1296395911780537,0.3308519437551697,0.17559262510974516,0.0
0.8875739644970414,1.882732651963421,0.2245066761195792,0.0877963125548727,0.0
0.12103281334050564,0.32275416890801506,0.07089684509039347,0.1755926251097454,0.0
0.053792361484669225,0.48413125336202295,0.08271298593879246,0.1755926251097454,0.0
0.10758472296933834,0.6455083378160301,0.07089684509039347,0.3511852502194908,0.0
0.013448090371167282,0.2151694459386765,0.047264563393595645,0.14632718759145452,0.0
0.0,0.10758472296933845,0.059080704241994554,0.0292654375182909,0.0
0.013448090371167282,0.10758472296933826,0.035448422545196735,0.0585308750365818,0.044747998115873766
